englishname,chinesename,incontinent,incountry,type,url,alljoburl,joburl,work,Location,PostLevel,ContractualArrangement,ClosingDate,Contractduration,PrimaryLocation,JobPosting,Organization,Schedule,Required
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702088,Technical Officer (Global Surge),Congo-Brazzaville,P5,Fixed-Term Appointment,"Oct 11, 2017, 5:59:00 AM",12 Months (renewal),Congo-Brazzaville,"Sep 19, 2017, 5:27:16 PM",AF/HSE Health Security and Emergencies,Full-time,"</h2>
<h3 align=""justify"">Education</h3>
<div align=""justify""><b>Essential</b>: Advanced university degree in management, business, international development, public health or related field<br><b>Desirable</b>: Training or demonstrated experience in the organization and delivery of emergency health response.<br></div>
<h3 align=""justify"">Experience</h3>
<div align=""justify""><b>Essential</b>: Over ten years' experience in the field responding to humanitarian crisis and health emergencies, as well as emergency planning as related to all aspects of operational activities. Strong expertise in the Supply Chain Management, at the national and international levels, combined with the experience in the implementation of emergency operations, logistics support, including procurement. Team management and leadership experience.<br><b>Desirable</b>: Experience in WHO, the UN System and/or NGOs in the area of planning support to emergency interventions in the context of public health and/or humanitarian action.<br></div>
<h3 align=""justify"">Skills</h3>
<div align=""justify"">Four competencies are considered to be mandatory for all WHO staff with managerial responsibilities: “Teamwork”, “Respecting and promoting individual and cultural differences”, “Communication” and “Creating an empowering and motivating environment”.Demonstrated knowledge and experience in capacity building as related to emergency operational support; track record in planning and implementing, monitoring and evaluation as related to health logistics and Supply Chain Management. Sound organizational and planning skills complemented by ability to multi-task and produce results under pressure within short deadlines. Strong leadership and projects management skills. Excellent interpersonal with proven negotiating abilities. Strong awareness and understanding of political sensitivities. Diplomacy, tact and courtesy.<br></div>
<h3 align=""justify"">WHO Competencies</h3>
<div align=""justify"">Ensuring the effective use of resources<br>Building and promoting partnerships across the organization and beyond<br>Moving forward in a changing environment<br>Driving the Organization to a Successful Future<br>Promoting innovation and organizational learning<br></div>
<h3 align=""justify"">Use of Language Skills</h3>
<div align=""justify""><b>Essential</b>: Expert knowledge of English. Intermediate knowledge of French.<br><b>Desirable</b>: <br>The above language requirements are interchangeable.<br></div>
<h2 align=""justify"">"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703158,Logistician,Libya,P2,Temporary Appointment under Staff Rule 420.4,"Oct 4, 2017, 5:59:00 AM",For two years,Libya,"Sep 19, 2017, 4:08:31 PM","EM_LIY WHO Representative's Office, Libyan Arab Jamahiriya",Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: First University degree in public or business administration, logistic management, or supply chain management.<br><strong>Desirable</strong>: Degree or training informationmanagement systems and their application to logistic, transport or supplymanagement and monitoring<br>
<h3>Experience</h3><strong>Essential</strong>: At least 2 years in managinglogistics and/or supply operations in the field or developing countries,including some experience in database development or management. <strong>Desirable</strong>: Experience inpartnership dialogues across diverse national and international actors. Workingexperience in UN.? ?Experience or knowledge of import/export andcustoms administration an asset 
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""></p><br>
<h3>Skills</h3>-Excellent analytical skills with the abilityto coordinate activities, and multitask-Demonstratedcomputer skills with emphasis on databases management to monitor supplies andinventory, and forecast needs-E -Excellent interpersonal skills with ability tonegotiate with and convince officials with tact and diplomacy - Ability to write in a clear and concisemanner, and to present factual information -Knowledge of WHO the UN System or N.G.O workin the field of response relief and/or of their practices and procedures asrelated to the work.<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Knowing and managing yourself<br>Ensuring the effective use of resources<br>
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English.<br><strong>Desirable</strong>: Intermediate knowledge of Arabic.<br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702583,Scientist,Switzerland-Geneva,P5,Fixed-Term Appointment,"Oct 18, 2017, 5:59:00 AM",Two years,Switzerland-Geneva,"Sep 19, 2017, 3:06:26 PM","HQ/IVB - Immunization, Vaccines and Biologicals",Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: Advanced university degree (Master level or above) in medicine, public health, biomedical research or relevant field.<br><strong>Desirable</strong>: Doctoral degree in one of the above areas. Advanced academic training in epidemiology, public health or immunology.<br>
<h3>Experience</h3><strong>Essential</strong>: At least 10 years' experience in infectious diseases research, at least half of it related to respiratory infections, their epidemiology and vaccination, from clinical practice or original research. Work experience in vaccine development and evaluation. Work experience related to low and middle income countries. Management of cross-functional teams. Significant record of peer-reviewed publications relevant to the position.<br><strong>Desirable</strong>: Work experience in an international organization or other highly multi-cultural environment. Experience in vaccine development.<br>
<h3>Skills</h3>Extensive knowledge and experience in infectious diseases, disease epidemiology and vaccine development and evaluation, with particular emphasis on respiratory infections. Technical ability to design and to lead research studies, and ability to independently appraise complex scientific data. Recognized expertise and leadership in the field, and ability to work with experts, networks and organizations at national and international levels. Demonstrated ability to develop, establish and maintain effective working relationships with people of different national and cultural background, and from different and complementary fields of expertise; and to supervise individuals, programmes, and budgets.<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Building and promoting partnerships across the organization and beyond<br>Producing results<br>
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English.<br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703151,National Professional Officer,Libya-Tripoli,NO-B,Temporary Appointment under Staff Rule 420.4,"Oct 4, 2017, 5:59:00 AM",For one year,Libya-Tripoli,"Sep 19, 2017, 2:55:53 PM","EM_LIY WHO Representative's Office, Libyan Arab Jamahiriya",Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: First level university degree is required in Medicine or Public Health.<br><strong>Desirable</strong>: <br>
<h3>Experience</h3><strong>Essential</strong>: At least 2 years' relevant experience in public health and health sector coordination, with emphasis on emergency response, and/or the management of epidemic-prone diseases, Disease early Warning System.<br><strong>Desirable</strong>: Working experience with UN system or non-governmental organizations. Experience in developing countries.<br>
<h3>Skills</h3>1) Proven skills in capacity building2) Demonstrate knowledge of health sector activities in the context of emergency response relief.3) Broad knowledge of Emergency programmers, policies and interventions.4) Ability to work under pressure.5) Knowledge of WHO and UN programmes.6) Excellent presentation skills.<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Producing results<br>Promoting innovation and organizational learning<br>
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English. Expert knowledge of Arabic.<br><strong>Desirable</strong>: <br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703003,"National Professional Officer, HSS/HRH","Nigeria-Bauchi"",""Nigeria-Calabar",NO-B,Temporary Appointment under Staff Rule 420.4,"Oct 4, 2017, 5:59:00 AM",18,Nigeria-Bauchi,"Sep 19, 2017, 1:10:48 PM",AF_NGA Nigeria,Full-time,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702975,Technical Officer,Switzerland-Geneva,P3,Temporary Appointment under Staff Rule 420.4,"Oct 11, 2017, 5:59:00 AM",12 months,Switzerland-Geneva,"Sep 19, 2017, 12:56:23 PM",HQ/HIV HIV/AIDS,Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: A first university degree in Public Health, Medicine,?or Nursing or any other relevant degree in Social Science.<br><strong>Desirable</strong>: An Advanced university Degree (Masters level or above) in Public Health or an Advanced Clinical Degree such as Medical Degree,?Nursing Degree or any other relevant degree in Social Science. Diplomas or Training in HIV Prevention, Adolescent Sexual and Reproductive Health (ASRH), or other relevant areas related to adolescent health.<br>
<h3>Experience</h3><strong>Essential</strong>: At least 5 years' public health experience in HIV response of which at least 2 years in LMIC. At least three years documented experience on working with HIV prevention and treatment issues in adolescents.<br><strong>Desirable</strong>: A proven track record of experience in development of strategies and/or guidance on adolescents and HIV prevention and treatment would be an asset. Experience with international partner coordination and collaboration. Experience in providing technical assistance to HIV national programmes in limited resource countries.<br>
<h3>Skills</h3>Demonstrated knowledge of HIV prevention, testing and treatment in adolescents in resource limited settings. Good analytical and research skills. Proven ability to adapt, develop or produce normative and operational documents and to support their roll-out in low resource settings including use of implementation science methods. Ability to communicate and write in a clear and concise manner. Tactfulness and sensitivity to issues and needs of Member States and external partners.<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Producing results<br>Moving forward in a changing environment<br>
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English.<br><strong>Desirable</strong>: Beginners knowledge of French.<br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1701496,Technical Officer (Substance Abuse),Philippines-Manila,P5,Fixed-Term Appointment,"Oct 11, 2017, 5:59:00 AM",2 years,Philippines-Manila,"Sep 19, 2017, 5:33:07 AM",WP_PHL Philippines,Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: Master's level university degree in social/behavioural science or public health or related field from a recognized university.<br><strong>Desirable</strong>: Doctorate degree and/or medical specialization in drug treatment, substance abuse.<br>
<h3>Experience</h3><strong>Essential</strong>: Minimum of ten years experience in mental health and substance abuse or related field at national and international level.? <br><strong>Desirable</strong>: At least three years clinical experience in provision of drug treatment. Clinical experience in treatment of methamphetamine dependence. At least two years experience in development of drug treatment programmes in developing countries. Demonstrated track record in development of tools and/or guidelines.<br>
<h3>Skills</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">Method(s) to carry out the work: (May include research methods, sampling, data collection, etc.)</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">--&gt; Computer Skills: Microsoft Word, including Track-Changes. Microsoft Excel. Online PubMed (National Library of Medicine) clinical literature searches. Endnote X8 Reference Manager facility (helpful, but not required for this position).</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">--&gt; Organization Skills: Advance project management skills including reconciliation of technical, financial and operational aspects. Organization of periodic meetings, development of guidelines and tools. </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">--&gt; Writing Skills: Ability to write coherent descriptive prose in English. Periodic development of press releases for WHO and DOH consideration/release.</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">--&gt; Assistance &amp; Support for International Experts: WHO and EU periodically bring in international experts for local consultation. The incumbent in this position will be task to support coordination of such visiting/consulting experts.</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">--&gt; Skills required: Ability to rapidly absorb global evidence and apply to specific local contexts; Demonstrated ability to work productively in political sensitive areas; and excellent communications skills both written and oral.<br></p>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Promoting innovation and organizational learning<br>Ensuring the effective use of resources<br>Creating an empowering and motivating environment 
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of written and spoken?English.<br><strong>Desirable</strong>: Working knowledge of other UN languages.<br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703028,Finance Assistant II,Colombia-Bogota,G5,Fixed-Term Appointment,"Oct 10, 2017, 5:59:00 AM","Two years, first year probationary period.  Post of Limited Duration.",Colombia-Bogota,"Sep 18, 2017, 5:28:52 PM","PAHO/WHO Representation, Colombia",Full-time,"</font></b></div>
<div><b><font color=""#244061"" size=""2"" face=""Verdana""></font></b>?</div>
<div><b><u><font color=""#244061"" size=""2"" face=""Verdana"">Education</font></u></b><b><font color=""#244061"" size=""2"" face=""Verdana"">:</font></b></div>
<div><b><font size=""2"" face=""Verdana"">Essential:</font></b><font size=""2"" face=""Verdana""> High school diploma with formal training in the accounting or financial field.</font></div>
<div><font size=""2"" face=""Verdana""></font>?</div>
<div><b><font size=""2"" face=""Verdana"">Desirable:</font></b><font size=""2"" face=""Verdana""> Specialized training at the college, university or business school level with emphasis on accounting would be an asset.</font></div>
<div><font size=""2"" face=""Verdana""></font>?</div>
<div><font size=""2"" face=""Verdana"">In the event that your candidature is retained for an interview, you will be required to provide, in advance, a scanned copy of the degree(s)/diploma(s)/certificate(s) required for this position.? WHO, only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU) / United Nations Educational, Scientific and Cultural Organization (UNESCO).? The list can be accessed through the link:? </font><a href=""http://www.whed.net/""><font size=""2"" face=""Verdana""><font color=""#0000ff"">http://www.whed.net/</font></font></a><font size=""2"" face=""Verdana"">.? PAHO will also use the databases of the Council for Higher Education Accreditation </font><a href=""http://www.chea.org/search/default.asp""><font size=""2"" face=""Verdana""><font color=""#0000ff"">http://www.chea.org/search/default.asp</font></font></a><font size=""2"" face=""Verdana""> and College Navigator, found on the website of the National Centre for Educational Statistics, </font><a href=""https://nces.ed.gov/collegenavigator""><font size=""2"" face=""Verdana""><font color=""#0000ff"">https://nces.ed.gov/collegenavigator</font></font></a><font size=""2"" face=""Verdana""> to support the validation process.</font></div>
<div><font size=""2"" face=""Verdana""></font>?</div>
<div><b><u><font color=""#244061"" size=""2"" face=""Verdana"">Experience</font></u></b><b><font color=""#244061"" size=""2"" face=""Verdana"">:</font></b></div>
<div><b><font size=""2"" face=""Verdana"">Essential:</font></b><font size=""2"" face=""Verdana""> Five years of experience in general accounting work, including experience with automated systems for financial and budgetary control operations or three years of experience in accounting/financial budgetary operations, and one year of college or university level courses towards a declared minor/major in the area of accounting, finance or business administration.? </font></div>
<div><font size=""2"" face=""Verdana""></font>?</div>
<div><b><u><font color=""#244061"" size=""2"" face=""Verdana"">SKILLS</font></u></b><b><font color=""#244061"" size=""2"" face=""Verdana"">:</font></b></div>
<div><b><font color=""#244061"" size=""2"" face=""Verdana"">PAHO Competencies:</font></b></div>
<ul>
<li>
<div><font size=""2"" face=""Verdana"">Intrainstitutional Action:? Displays, through behavior, understanding of PAHO's values and mission. Seeks information on and acts with understanding of the Organization's expectations while advancing further the understanding and application of its policies. Shows interest and concern for the activities related to his/her work in conjunction with the mission, values, vision and policies of the organization. Behaves consistently in accordance with the Code of Ethics of the Organization.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Analysis, Synthesis, and Forecasting:? Objectively analyzes situations and, based on evidence and knowledge, suggests actions to improve implementation. Bases one's actions on available information, applies knowledge acquired from experience. Prioritizes the information according to one's needs or the Organization's. Is capable of anticipating the implications of analyzed situations between one to six months ahead.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Teamwork:? Encourages team members, adds significant contribution when participating in internal and external work teams, and leads through personal example the virtues of team success--collaboration, trust, transparency and joint responsibilities. Builds and maintains mutually beneficial productive interpersonal relations based on trust, inside and outside the Organization. Keeps every team member informed as well as shares relevant and useful information.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Service Orientation: Follows through on the client inquiries, requests and complaints. Keeps client up-to-date about progress of projects. Monitors client satisfaction.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Administrative support for technical cooperation interventions: Searches for and furnishes relevant information about resource allocation and deadlines, potential critical points, risks and benefits, and other related aspects of? available options to provide support for the technical cooperation teams.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Accountability: Accurately and objectively provides information, as required, on one’s activities.? Prepares accurate and objective reports on one’s activities and partial/final results.? Can account for each of the specific tasks of one’s work. </font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Devising the budget for interventions and cost optimization:?? Participates in the formulation of intervention plans, providing input to ensure an adequately funded budget.</font></div></li></ul>
<div><b><font color=""#244061"" size=""2"" face=""Verdana"">Technical Expertise:</font></b></div>
<ul>
<li>
<div><font size=""2"" face=""Verdana"">Proficiency in the use of automated financial accounting systems and specialized mainframe associated with assigned responsibilities.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Knowledge of accounting and treasury principles and practices. </font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Ability to write/originate routine and non-routine correspondence and reports in accordance with established standards.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Ability to plan, organize, coordinate and carry out financial/accounting and administrative processes.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Ability to maintain databases, input data, and prepare reports and documentation including special charts, graphics, etc.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Ability to research, analyze and organize information in order to present status reports.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Skills in planning, organizing, evaluating, problem-solving and decision-making with respect to office management processes.</font></div></li>
<li>
<div><font size=""2"" face=""Verdana"">Ability to work independently, with minimal direct supervision.</font></div></li></ul>
<div><b><font color=""#244061"" size=""2"" face=""Verdana"">Languages:</font></b></div>
<div><font size=""2"" face=""Verdana"">Very good knowledge of Spanish and English.</font></div>
<div><font size=""2"" face=""Verdana""></font>?</div>
<div><b><font color=""#244061"" size=""2"" face=""Verdana"">IT Skills:</font></b></div>
<div><font size=""2"" face=""Verdana"">Demonstrated ability to effectively use a computer and utilize software programs such as Microsoft Office Word, Excel, PowerPoint and Outlook. Working knowledge of automated systems and microcomputers particularly with regard to financial, accounting, and/or administrative operations. Other IT skills and knowledge of other software programs such as Visio, Microsoft SharePoint and Project would be an asset.</font></div>
<div><font size=""2"" face=""Verdana""></font>?</div>
<div><b><font color=""#244061"" size=""2"" face=""Verdana"">"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702739,Director,Congo-Brazzaville,D1,Fixed-Term Appointment,"Oct 6, 2017, 5:59:00 AM",2 year,Congo-Brazzaville,"Sep 18, 2017, 12:29:17 PM",AF/NCD Non Communicable Diseases,Full-time,"</h2>
<h3>Education</h3><b>Essential</b>: Medical degree from a recognized university or other health related disciplines with specialization in public health or epidemiology.<br><b>Desirable</b>: Advanced university degree (Masters level or above) or Postgraduate training in Epidemiology of NCDs.<br>
<h3>Experience</h3><b>Essential</b>: A minimum of fifteen years' experience - with at least 8 years inclusive in senior management at the international level - in the areas of the Prevention and Control of Non-communicable diseases, either Primary Prevention and/or Integrated Disease Management, such as, Tobacco Control; Healthy Lifestyles, Nutrition; Diabetes care and Treatment; Management of cardiovascular, chronic obstructive lung diseases; Cancer screening and diagnostics). Management experience should demonstrate successful results impacting major constituents in large-scale and multi-disciplinary projects or programmes as well as engagement of strategic, international partnerships and alliances.<br><b>Desirable</b>: Relevant work experience in WHO and/or other UN agencies, non-governmental or humanitarian organizations. At least eight years' experience inclusive of the minimum required in a developing country at the field level.? 
<h3>Skills</h3>- Extensive, area-specific and programmatic knowledge of NCD policies, strategies, large-scale programmes and interventions;- Mastery and broad knowledge of at least 2 related disciplines and approaches (primary prevention, integrated NCD-disease management: Diabetes care and treatment; Management of cardiovascular, chronic obstructive lung diseases; Cancerscreening and diagnostics; essential NCD drugs; PHC delivery system; District hospital care; and Universal health coverage epidemiology); demonstrated expertise in strategic and multisectoral planning; research; performance monitoring, as applied to non- communicable-disease-control programmes and reporting; extensive knowledge and skills in use of data and information for decision-making and strategic planning; track record of recognizing and addressing changing conditions; strategic thinking with the ability to analyze and integrate diverse and complex quantitative and qualitative data from a wide range of critical sources; demonstrated ability to exercise leadership and to work effectively with colleagues and partners; proven capacity to achieve high-level results; Working knowledge of WHO role, mandates, strategies and action plans (global, regional and country-specific) including the Global strategy on diet and physical activity and The Framework Convention for Tobacco Control; Budgetingand financial management; partnership &amp; resource mobilization; communication and ethical standards for personnel;- Equity, diversity &amp; human rights' principles; Strategic Planning, leadership, and management skills.Other skills:Excellent analytical and organizational skills. Ability to coordinate, plan and implement large-scale, multi-disciplinary projects and activities.<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Producing results<br>Creating an empowering and motivating environment 
<h3>Use of Language Skills</h3>
<p style=""MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px""><b>Essential</b>: Excellent knowledge of English or French, with working knowledge of the other.<br><b></b></p>
<p style=""MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px""><b>Desirable</b>: <br><br>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703108,Translator (German) 75% position,Denmark-Copenhagen,P4,Fixed-Term Appointment,"Oct 9, 2017, 5:59:00 AM",2 years duration,Denmark-Copenhagen,"Sep 18, 2017, 11:08:28 AM","EU/DIR Information, Evidence, Research and Innovation",Part-time,"</h2>
<h3>Education</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><strong>Essential</strong>: Advanced university degree in translation, languages or a subject related to the work of the Organization.</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><br><strong>Desirable</strong>: Training in terminology management<br></p>
<h3>Experience</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><strong>Essential</strong>: At least 7 years working experience as a professional translator/reviser at national level including at least 3 years' experience working as a translator at international level.</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><br><strong>Desirable</strong>: Translation experience in the health field<br></p>
<h3>Skills</h3>Translation, revision and editing skills, as well as analytical skills. Ability to work as a member of a team and with people at all levels of the Organization, as well as with professional counterparts outside the Organization. Negotiation and communication skills.<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Producing results<br>Moving forward in a changing environment<br>
<h3>Use of Language Skills</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><strong>Essential</strong>: The following languages at level: German - mother tongue.? </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">English - excellent knowledge (reading, writing and speaking). </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">Knowledge of French or Russian as follows: reading at intermediate level; writing and speaking at basic level.<br></p><strong></strong>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><strong>Desirable</strong>: Knowledge of other European languages.<br><br></p>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702244,National Professional Officer,Benin-Cotonou,NO-C,Fixed-Term Appointment,"Oct 18, 2017, 5:59:00 AM",Two Years,Benin-Cotonou,"Sep 18, 2017, 12:00:00 AM",AF_BEN Benin,Full-time,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703131,National Professional Officer,Egypt-Cairo,NO-B,Fixed-Term Appointment,"Oct 9, 2017, 5:59:00 AM",2 years,Egypt-Cairo,"Sep 17, 2017, 1:10:40 PM","EM_EGY WHO Representative's Office, Egypt",,"</h2>
<h3>Education</h3><strong>Essential</strong>: University Degree in Medicine<br><strong>Desirable</strong>: Master's Degree in other health specilaity or any related degree in other health speciality related to health system strenghthing <br>
<h3>Experience</h3><strong>Essential</strong>: At least two years of relevant experience in health system strengthening and/or Health Reform.<br><strong>Desirable</strong>: <br>
<h3>Skills</h3>Excellent ability to communicate competently towards all relevant individuals and organizations in a culturally diverse environment.Ability to provide good quality technical advice to all relevant stakeholders Ability to work and collaborate as a team member and to produce results in a challenging and changing environment. Ability to maintain a high standard of personal conduct.Knowledge: Very good knowledge of health system strategies and policies relevant to the objective of extending health coverage with quality affordable health services. Knowledge in producing policy relevant information products, reports, briefs, discussions papers, etc.;; Good knowledge of WHO procedures and policies.<br>
<h3>WHO Competencies</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">WHO global Competencies model at <a href=""http://www.who.int/employment/WHO_competencies_EN.pdf?ua=1"">http://www.who.int/employment/WHO_competencies_EN.pdf?ua=1</a></p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">(1) Communication<br>(2) Knowing and managing yourself<br>(3) Teamwork<br>(4) Building and promoting partnerships across the organization and beyond<br></p>
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English. Expert knowledge of Arabic.<br><strong>Desirable</strong>: <br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702916,Surveillance Officer,"Senegal-Dakar"",""Kenya-Nairobi",P4,Fixed-Term Appointment,"Oct 4, 2017, 5:59:00 AM",12 MONTHS,Senegal-Dakar,"Sep 15, 2017, 2:04:01 PM",AF/WHE WHO Health Emergencies Programme (WHE),Full-time,"</h2><h3 align=""justify"">Education</h3><div align=""justify""><b>Essential</b>: MD with post-graduate degree in public health, epidemiology or related discipline. Or PhD degree in epidemiology, public health, international health or related discipline.<br><br><b>Desirable</b>: Training in conducting event-based surveillance and risk assessment.<br></div><h3 align=""justify"">Experience</h3><div align=""justify""><b>Essential</b>: At least seven years' experience with successful track record in epidemiology, surveillance and/or control of acute public health events; epidemic surveillance at the national and/or international levels plus demonstrated field experience in the context of large epidemics or public health crisis at the national and international levels.<br><b>Desirable</b>: Field experience in epidemiology, surveillance and/or control of acute public health events experience in resource limited countries; experience of working with event-based surveillance; good understanding in inter-agency collaboration or in WHO, UN, UN Agencies or other international organisations.<br></div><h3 align=""justify"">Skills</h3><div align=""justify"">Demonstrated ability to interact in complex situations involving technical, cultural and political elements. Sound analytical and organizational skills. Demonstrated knowledge of surveillance issues and emerging diseases in international context. Willingness to deploy at short notice in support of international emergency health interventions. Excellent presentation and communication skills, with emphasis on writing skills. Proven ability to work and produce results under pressure in critical situations. Tact, diplomacy and courtesy.<br></div><h3 align=""justify"">WHO Competencies</h3><div align=""justify"">Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Building and promoting partnerships across the organization and beyond<br>Knowing and managing yourself<br></div><h3 align=""justify"">Use of Language Skills</h3><div align=""justify""><b>Essential</b>: Expert knowledge of English or French.? <br><br><b>Desirable</b>: Intermediate knowledge of English or French.<br><br></div><h2 align=""justify"">"
