englishname,chinesename,incontinent,incountry,type,url,alljoburl,joburl,work,Location,PostLevel,ContractualArrangement,ClosingDate,Contractduration,PrimaryLocation,JobPosting,Organization,Schedule,Education,Experience,Skills,WHOCompetencies,LanguageSkills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702463,Chief Of Staff,Egypt-Cairo,P6,Fixed-Term Appointment,"Sep 4, 2017, 5:59:00 AM",One year,Egypt-Cairo,"Aug 6, 2017, 11:34:46 AM",EM/RDO Office of The Regional Director,Full-time,"Essential: Master's degree in public health, international relations or business management;Desirable: Training in public health related issues",Essential: At least (15) years of experience at the national and international levels with some years at the international level in a senior management position including experience in developing countries,"Ability to exercise leadership and to work effectively with colleagues at national and international levels;Excellent analytical and writing skills; diplomatic skills;Ability to negotiate and engage new partnerships;Ability to coordinate teams with different backgrounds in a multicultural environment;Experience in guiding and interpreting WHO rules and procedures, including close familiarity with the work of the Regional Office, the Executive Board, the World Health Assembly, and the WHO Regional Committee for EMRO;Other Skills (e.g. IT):Proficiency in Microsoft Office",Teamwork;Respecting and promoting individual and cultural differences;Communication;Creating an empowering and motivating environment;Moving forward in a changing environment,Essential: Expert knowledge of English. Expert knowledge of Arabic;Desirable: Intermediate knowledge of French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702478,Assistant (Resource Mobilization),France-Lyons,G4,Fixed-Term Appointment,"Sep 4, 2017, 5:59:00 AM",One year - Extra-budgetary position established for a limited duration of one year. Any extension subject to availability of extra-budgetary funding.,France-Lyons,"Aug 4, 2017, 5:37:38 PM",Budget and Finance Office,Full-time,"Essential: Graduation from secondary school or commercial school (DUT, BTS or equivalent) together with specialized administrative training;Desirable: University degree or specific education in scientific or grant administration","Essential: At least three years of relevant experience supporting a grants or resource mobilization function;Desirable: Experience in an international organization, national institution or multinational corporation","Familiarity with relevant Office software (Word, Excel, PowerPoint, Outlook, SharePoint);Good interpersonal skills and ability to work in multicultural environment;Excellent organizational skills and ability to work as a member of a team;Ability to learn and apply IARC/WHO rules and established procedures",,Expert knowledge of French or English with intermediate knowledge of the other language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702422,Programme Area Manager,India-New Delhi,P5,Fixed-Term Appointment,"Aug 25, 2017, 5:59:00 AM",Two Years,India-New Delhi,"Aug 4, 2017, 1:02:49 PM",SE/HIM Health Emergency Information & Risk Assessment,Full-time,"Essential: An advanced university degree (Master's level or above) in Epidemiology, Statistics, Database Management or Public Health with substantial training in Quantitative Epidemiology from an accredited/recognized institute;Desirable: Specialized training in emergency management; specific training in humanitarian response","Essential: At least ten years related experience, including considerable experience in an international context, in quantitative epidemiology and the implementation of public health surveillance, outbreak investigation and response in humanitarian settings. Previous experience in implementation of Integrated Disease Surveillance and Response (IDSR);Desirable: Prior humanitarian working experience at field level with WHO or with an international Non-Governmental Organization with expertise in disaster and outbreak response","Ensuring the effective use of resources, Moving forward in a changing environment and Producing results are also the required competencies for the position.Sound knowledge and skills in database management and statistical analysis, secondary data review, survey designing and implementation, monitoring and evaluation systems design or use, and public health information management.Proven ability to multi-task across various planning and implementation processes within a highly demanding environment Demonstrated knowledge, competency and professional skills on AMR and the public health aspects of infectious disease control, epidemic and pandemic preparedness and response with particular attention to application of an all-hazard approach in the context of the International Health Regulations and the use of event based and indicator based surveillance, as well as descriptive epidemiology and principles of public health in communicable disease surveillance and response",Teamwork;Respecting and promoting individual and cultural differences;Communication;Building and promoting partnerships across the organization and beyond;Driving the Organization's Position in Health Leadership,Essential: Expert knowledge of English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702462,"NPO, Country Preparedness & IHR, AZE",Azerbaijan,NO-B,Temporary Appointment under Staff Rule 420.4,"Aug 29, 2017, 5:59:00 AM",12 months,Azerbaijan,"Aug 4, 2017, 10:40:36 AM",EU/WHE WHO Health Emergencies Programme (WHE),Full-time,"Essential: University degree in medicine, a health-related field or public health-related discipline;Desirable: Master or postgraduate training in Public Health or other relevant areas. Specialized training in emergency/disaster preparedness and response","Essential: Minimum three years of national professional experience in planning, developing and implementing programmes/projects in the area of health security, including emergency preparedness;Desirable: Relevant work experience in WHO, other UN agencies; experience working in relevant non-governmental or humanitarian organizations. Relevant experience in the implementation of International Health Regulations (2005)","Knowledge of International Health Regulations (2005), the epidemiology of infectious diseases and other global health security threats, and of issues and practices for disease prevention and control;Demonstrated organizational skills with the ability to multi-task and produce results under pressure.Knowledge of the UN and humanitarian systems for emergency response and preparedness",Teamwork;Respecting and promoting individual and cultural differences;Communication;Moving forward in a changing environment;Producing results,Essential: Expert knowledge of English. Intermediate knowledge of Local language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702437,Internship and Voluntary Assignment - The World Health Organization Regional Office for the Western Pacific Region (WHO/WPRO),Multiple locations,No grade,Intern,"Sep 1, 2017, 5:59:00 AM",Minimum six weeks and maximum six months.,Multiple locations,"Aug 4, 2017, 10:24:10 AM","WP/DAF Director, Administration and Finance",,"Essential:Minimum of three years full time university studies, in medical or a field related to the work of WHO for interns.Volunteers are expected to have completed their education","Essential:No work experience required for interns.Minimum of one year related work experience for volunteers;Desirable:Prior involvement in research and in drafting reports would be preferred.Knowledge on the subject area through academic work, research or field experience would be an advantage. Further, familiarity with data analysis, statistical packages and interest in the design of graphical display and analysis of health information in an international comparative perspective, such as for health system performance assessment may be useful.More specific skills such as on specialized computer programmes may be needed for some internship positions.",Team work;Respecting and promoting individual and cultural difference;Communication,Communicating effectively orally and in writing;Showing willingness to learn from mistakes;Producing and delivering quality results;Working collaboratively with team members,"Essential: Interns and volunteers should have a good working knowledge of English (reading, writing and speaking);Desirable: Knowledge of the language of the duty station where the assignment is taking place.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1701431,National Professional Officer (Monitoring and Reporting),Bangladesh-Dhaka,NO-B,Fixed-Term Appointment,"Aug 25, 2017, 5:59:00 AM",24 months,Bangladesh-Dhaka,"Aug 4, 2017, 9:05:34 AM","SE_BAN WR Office, Bangladesh",Full-time,"Essential: University Degree in social science, health science, public administration or related field from a recognized University;Desirable: Post - Graduate training in Project management, public health or related field from a recognized University",Essential: At least 2 years' experience in programme monitoring and reporting;Desirable: Familiarity with national health programmes. Experience in a UN/International organization will be an asset,"Essential:  Thorough knowledge of programme monitoring, reporting to donors and respective tools; Excellent English writing and editing skills;Desirable: Ability to interpret complex grant funding requirements, submissions, and budget projections.  Ability to interpret rules and regulations regarding grant administration.Ability to review the work of others to ensure conformity to standards;Other IT Skills: Excellent IT skills (MS Office software)",Teamwork;Respecting and promoting individual and cultural differences;Communication;Building and promoting partnerships across the organization and beyond;Producing results,Essential: Expert knowledge of English;Desirable: Expert knowledge of Bangla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702429,Medical Officer (Measles/Rubella),Philippines-Manila,P4,Temporary Appointment under Staff Rule 420.4,"Aug 26, 2017, 5:59:00 AM",6 months,Philippines-Manila,"Aug 4, 2017, 5:24:33 AM",WP_PHL Philippines,Full-time,Essential: Medical degree from a recognized university;Desirable: Postgraduate degree in public health or epidemiology,"Essential: Minimum of seven years' experience in the development, implementation and evaluation of immunization programmes, or in other health related fields, including some experience at international level;Desirable: Considerable experience in the development and implementation of measles/rubella programmes. Work experience in developing countries highly desirable","Knowledge of the specific or technical area of public health;Ability to contribute to the development of norms and standards, as well as training materials;Capacity to plan and conduct operational activities with political and technical elements;Ability to establish harmonious working relationships as part of a team, adapt to diverse educational and cultural backgrounds, and maintain a high standard of personal conduct;Ability to demonstrate gender equity and cultural appropriateness in the delivery of services to Member States",Teamwork;Respecting and promoting individual and cultural differences;Communication;Producing results;Building and promoting partnerships across the organization and beyond,Essential: Expert knowledge of English;Desirable: Beginners knowledge of Other UN Languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702471,Executive Speechwriter,"United States-Washington, D.C.",P4,Temporary Appointment under Staff Rule 420.4,"Aug 26, 2017, 5:59:00 AM",11 months (renewable up to 24 months subject to availability of funds & satisfactory performance),"United States-Washington, D.C.","Aug 3, 2017, 5:11:02 PM",Chief Of Staff,Full-time,"Essential: A bachelor’s and master’s degree in English, journalism, communications, international relations or related field.
In the event that your candidature is retained for an interview, you will be required to provide, in advance, a scanned copy of the degree(s)/diploma(s)/certificate(s) required for this position.  WHO, only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU) / United Nations Educational, Scientific and Cultural Organization (UNESCO).  The list can be accessed through the link:  http://www.whed.net/.  PAHO will also use the databases of the Council for Higher Education Accreditation http://www.chea.org/search/default.asp and College Navigator, found on the website of the National Centre for Educational Statistics, https://nces.ed.gov/collegenavigator to support the validation process","Essential: Nine years of combined national and international experience in communications journalism, international relations, including speech writing experience supporting senior executive level;Desirable: Proven extensive experience in developing compelling content across a range of formats for expert and general audiences, Additional experience in writing speeches on behalf of a leader is an asset","Demonstrated ability to effectively use hardware, including mobile devices, and production software related to Web 2.0, HootSuite platform and other social media tools.  IT skills and knowledge of other software such as Adobe Social and Adobe Creative Suite will be assets;- Theoretical knowledge and expertise in executive speechwriting with demonstrated ability to translate highly technical data and information into communication materials that can be easily understood by a wide range of audiences;
- Broad understanding of public health, scientific and corporate communication best practices and innovations; knowledge of information policy issues, methodologies for electronic publications, and public health terminology and concept;
- Ability to convert technical language into accessible language for press releases, announcements, and executive speeches;
- Excellent research, organizational and analytical skills, complemented by excellent communication and interpersonal skills combined with the ability to write technical/persuasive documents in a clear and concise, diplomatic, and tactful methods;
- Ability to acquire knowledge and information about a wide-range of subject-matter fields, and to select, organize, and present information in a manner suitable to the intended audience;
- Diplomacy, tact, and ability to effectively communicate with senior-level officials, multiple stakeholders, and professionals from diverse cultural and professional backgrounds; ability to develop and coordinate networks with relevant players in the field of international health and communication;
- Ability to manage multiple issues and tasks in a complex organizational environment to re-prioritize actions on short notice;
- Strong professional oral and writing skills, including the development of reports, oral presentations, and technical/persuasive documents for consideration at the highest levels of the Organization","Key Behavioral Competencies
- Intrainstitutional Action: Leads team efforts toward full understanding of the policies the organization must operate within as well as the Standard of Conduct for the International Civil Service. Leads employees and co-workers toward operating in a fair, consistent and equitable manner, and displays such behavior by example. Behaves consistently in accordance with the Code of Ethics of the Organization.
- Analysis, Synthesis and Forecasting: After analyzing situations on the basis of the available evidence and knowledge, leads one’s area of responsibility toward individual and collective actions.  Encourages the importance of continual analysis. Verifies and promotes that action is taken in situations that will require future intervention, based on ongoing analysis. Leads others in decisions needed to implement required actions. Is capable of anticipating the implications of analyzed situations between one and two years ahead.
- Teamwork: Embraces and leads consensual decision-making,  that is, leading  the fulfillment of team decisions, even when they may not fully coincide with one’s own opinions or proposals. Knows how to manage difficult team situations and promotes consensus building. Takes responsibility for the team’s successes and failures.
- Information Management: Processes and analyzes the data objectively, presenting it clearly and equitably. Leads the effort to acquire relevant and selected information that facilitates the achievement of organizational results.  Evaluates/leads the evaluation of information systems on the basis of its advantages/disadvantages for processing information relevant to the area of work.
- Communication: Leads the development of an environment that actively establishes and proactively engages in productive dialogues that involve multicultural environments.  Encourages the skills and behaviors that facilitate productive dialogues. Expresses points of view effectively.
- Accountability: Accepts responsibility for the results, for the work of subordinates, for the tasks delegated, the deadlines, and any deviations from them. Requires and oversees the adherence according to the budget.  Monitors the progress made upon reaching the objectives and deadlines. For any deviations on the work plan, looks for corrective actions.
- Knowledge Management: Supports and develops networked and community working. Identifies, develops and nurtures networks and communities. Identifies and builds on working networks that enable knowledge and information flow.  Designs and implements knowledge and information services. Enables utilization of knowledge and information sources. Delivers relevant knowledge and information in most appropriate form.  Participates in and learns from networked and community approaches.
- External Action: Promotes the values of the Organization through mutually relationships with external institutions.  Monitors one's work using transparency in the execution of all tasks","Excellent command, both idiomatic and technical, of English and thorough knowledge of Spanish. Knowledge of French and/or Portuguese would be an asset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702443,"Team Leader, Monitoring and Evaluation IHR",Denmark-Copenhagen,P4,Temporary Appointment under Staff Rule 420.4,"Aug 26, 2017, 5:59:00 AM",12 months,Denmark-Copenhagen,"Aug 3, 2017, 3:34:10 PM",EU/WHE WHO Health Emergencies Programme (WHE),Full-time,"Essential: Advanced university degree in biology, medicine or health sciences plus an advanced university degree in Public Health;Desirable: Certification on management, monitoring and evaluation, or emergency management","Essential: At least ten years' experience in health-related work at national and international levels, including at least 2 years' experience of either the development or the implementation of the International Health Regulations (2005) at national or international level. Experience of team management. Experience of work in international organizations;Desirable: Experience working with or in other multi and bilateral development agencies active in the health sector","Four competencies are considered to be mandatory for all WHO staff with managerial responsibilities: “Teamwork”, “Respecting and promoting individual and cultural differences”, “Communication” and “Creating an empowering and motivating environment”.Sound knowledge of the role of international organizations in public health emergencies, WHO rules and regulations as related to the subject matter.Proven organizational and analytical skills, together with excellent interpersonal skills.Capacity to promote and implement collaboration and exchange with partners, toward the implementation of best practices. Proven ability to write technical documents in a clear and concise manner.Excellent communication skills in view of negotiating with partners and national authorities.Tact, discretion and diplomacy",Ensuring the effective use of resources;Building and promoting partnerships across the organization and beyond;Moving forward in a changing environment;Setting an example;Producing results,Essential: Expert knowledge of English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702446,Planning and Budget Information Management Specialist,"United States-Washington, D.C.",P3,Fixed-Term Appointment,"Aug 25, 2017, 5:59:00 AM","Two years, first year probationary period.  Post of Limited Duration.","United States-Washington, D.C.","Aug 3, 2017, 2:59:32 PM",Planning and Budget,Full-time,"Essential: A bachelor's degree in computer science, information systems management or related field from a recognized university;Desirable: A master's degree in computer science or information systems management would be an asset;In the event that your candidature is retained for an interview, you will be required to provide, in advance, a scanned copy of the degree(s)/diploma(s)/certificate(s) required for this position.  WHO, only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU) / United Nations Educational, Scientific and Cultural Organization (UNESCO).  The list can be accessed through the link:  http://www.whed.net/.  PAHO will also use the databases of the Council for Higher Education Accreditation http://www.chea.org/search/default.asp and College Navigator, found on the website of the National Centre for Educational Statistics, https://nces.ed.gov/collegenavigator to support the validation process","Essential: Seven years of progressive national and international experience supporting and implementing management information systems, with a focus on business analytics and IT project management;Desirable:  Experience in designing and implementing enterprise resource planning (ERP) and/or integrated management information systems (MIS) for planning, budgeting and/or results-based management.  Experience working in a large public sector organization would be an asset","Theoretical and proven technical skills in systems analysis, software development, application security, data migration, systems documentation and management of systems development projects. 
Thorough knowledge and skills in information systems design, translating concepts and ideas into user requirements to be forwarded for programming; ability to lead or function within a business process team.
Expertise in the design, development and management of automated systems and in current technology for systems development across a diverse set of platforms (e.g. PCs, LANs, Cloud, including training and end-user support.  Knowledge of the following technologies: Windows operating systems at the server level, IIS, and Active Directory Services; current versions of MS SQL and ODBC compliant databases in particular.  Data modeling, object oriented design and implementation. Web applications and Web services. Business Intelligence technical architectures.  Design and implementation of reporting and analytical solutions.   
Strong analytical and trouble shooting skills to assess the impact of modifications to computerized systems, assess the internal control requirements, identify satisfactory solutions to data or processing problems, and plan, coordinate and execute implementation of such solutions.
Strong professional oral and writing skills, including the development of reports, oral presentations, and technical/persuasive documents for consideration at the highest levels of the Organization;Demonstrated ability to effectively use standard office applications and software such as Microsoft Office Word, Excel, PowerPoint, SharePoint and Outlook, Visio, MS Project, and desktop server and networking components is required.  Skills in specific products should include Windows, networking, SQL Server, Web applications and Web Services, Integration and Reporting Services, Business Intelligence solutions and data modeling software","Intrainstitutional Action: Operates in a fair, consistent and equitable manner, and displays such behavior by example. Ensures that the mission and the values of the Organization as well as the setting in which projects will be carried out are the drivers in one's technical work. Understands the results required and performs to that standard. Behaves consistently in accordance with the Code of Ethics of the Organization.
Communication: Actively engages in conversation with the key players in a multicultural environment both within and outside the organization.  Develops a network of appropriate contacts inside and outside PAHO to gain information or to build an alliance.  Takes into consideration the multicultural differences within the organization.
Teamwork: Promotes team work and leads one's area to finish tasks and accept responsibility. Creates a positive environment within the area of work. Makes everyone feel like they are part of the team as well as welcomes and appreciates everyone's ideas and suggestions.  Able to see the positive aspects of working as a team, shares the team's enthusiasm for achieving mutual goals.
Service Orientation: Corrects the client's problems promptly and without confrontation. Is helpful when client (internal or external clients) is going through a critical period.
Analysis, Synthesis, and Forecasting: Takes or organizes individual and collective action after analyzing situations on the basis of the available evidence and knowledge.  Continuously analyzes the evolution of situations in an area of work and makes suggestions to adjust or confirm the decisions necessary to implement required actions. Is capable of anticipating the implications of an analyzed situation between six months to one year ahead.
Knowledge Management: Seeks and proposes better resources to access, process, use and share information with a variety of actors in different environments. Produces and participates in studies as well as research that meet the publication requirements of media accepted by the scientific community. 
Information management: Takes initiative to improve systems for the presentation and dissemination of information.  Supports, through competent use of the available systems and technologies, the development of data presentations. 
Continuous Learning: Takes concrete steps on one's own initiative to keep up-to-date on the most recent trends in knowledge in the area of work. The knowledge and achieved experience is shared with others.  Is aware of other industries or organization's best practices and applies them",Very good knowledge of English or Spanish with a working knowledge of the other language.  Knowledge of French and/or Portuguese would be an asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702452,Compliance and Risk Management Officer,Egypt-Cairo,P5,Fixed-Term Appointment,"Sep 1, 2017, 5:59:00 AM",For 2 years,Egypt-Cairo,"Aug 3, 2017, 1:00:31 PM",EM/RDO Office of The Regional Director,Full-time,"Essential: Advanced university degree in Business Administration, Public Administration, Finance, Law, Economics or related field;Desirable: Training in auditing, risk management and programme evaluation","Essential: At least 10 years of combined relevant experience at the national and international levels in complex organizations, in the area of general management, internal control frameworks and related monitoring processes and systems;Desirable: Demonstrated experience in designing, policy development and implementing risk management and internal control frameworks within the UN system or in the private sector is a significance advantage","Understand complex interrelationship of factors that create risks to successful accomplishment of the objectives of the EMR.Focus on impact and results and respond positively to feedback.Advocate and provide advice to senior management.Use mature professional judgement reporting independently significant issues directly to the Accountability and Risk Management Committee.Maintain confidentiality and exercise judgement with respect to sensitive information, as well as operation under emergency context.Achieve consensus on weaknesses identified in processes for evaluation and risk management and ways to remedy them.Remain open to change and manage complexities.Excellent interpersonal skills and collaborative work style",Teamwork;Respecting and promoting individual and cultural differences;Communication;Producing results;Moving forward in a changing environment,"Essential: Expert knowledge of English;Desirable: Intermediate knowledge of French. Intermediate knowledge of Another WHO Language.
The above language requirements are interchangeable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1701060,Manager (EGP),Egypt-Cairo,P4,Fixed-Term Appointment,"Aug 25, 2017, 5:59:00 AM","2 years, subject to availability of funds, satisfactory performance, and continuing need for the position",Egypt-Cairo,"Aug 3, 2017, 11:22:30 AM","EM/IER Information, Evidence and Research",Full-time,"Essential: University degree in biomedical science, public health, languages, social sciences or other relevant area and Master's degree in a relevant area","Essential: At least 7 years' experience, combined at national and international level, in editing, writing/precis-writing and publishing, and use of relevant software, electronic tools and databases;Desirable: Experience in the field of public health. At least 2 years' experience in WHO or other United Nations organization","Demonstrated ability to edit and revise materials dealing with the broad range of WHO's work;Ability to organize own work and that of others, taking into account the requirements and the individual skills of the members of the team;Good knowledge of editorial and publishing processes and standards;Good writing skills;Ability to work to deadlines and under pressure","1) Moving forward in a changing environment
2) Creating an empowering and motivating environment
3) Ensuring the effective use of resources
4) Communication
5) Teamwork",Essential: Expert knowledge of English;Desirable: Intermediate knowledge of French. Intermediate knowledge of Arabic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702301,NPO - Surveillance,Nigeria-Sokoto,NO-C,Temporary Appointment under Staff Rule 420.4,"Sep 2, 2017, 5:59:00 AM",12 Months,Nigeria-Sokoto,"Aug 2, 2017, 2:28:16 PM",AF_NGA Nigeria,Full-time,"Essential: Degree in Medicine (MBBS, MBChB, MD);Desirable: Post graduate degree in Public Health preferably in epidemiology or other related public health fields",Essential: Some years field experience in EPI activities after post graduate qualification in government or non-governmental organizations;Desirable: Experience in an international organization,"The incumbent should have knowledge and skills in planning, supervision, monitoring and evaluation",Communication;Producing results;Teamwork;Ensuring the effective use of resources;Driving the Organization's Position in Health Leadership,"Essential: Expert knowledge of English. Expert knowledge of French;Desirable: 
The above language requirements are interchangeable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1701867,"NPO (Communication, Media and Public Information)",Bangladesh-Dhaka,NO-B,Temporary Appointment under Staff Rule 420.4,"Aug 23, 2017, 5:59:00 AM",24 months,Bangladesh-Dhaka,"Aug 2, 2017, 1:27:17 PM","SE_BAN WR Office, Bangladesh",,"Essential: Bachelor's degree in communication, or journalism, or any other relevant field;Desirable:
--> Master's degree in communication, and/or public health
--> Training in report writing, preferably in scientific report writing
--> Training in corporate communications, advocacy, negotiations or diplomacy; or equivalent in experience","Essential: --> At least 2 years of experience in the field of health communication or relevant fields;Desirable:
--> Experience of working in communication or public information in UN or other International organization (s).
--> Demonstrated capacity in writing and editing communication and advocacy products related to health and human development.
--> Demonstrated experience in developing and implementing communication strategies aimed at reaching multiple stakeholders.
--> Proven experience as media officer and spokesperson, preferably for international agencies or NGOs.
--> Proven experience working with different platforms of social media","Essential:
Excellent knowledge of Microsoft office computer software applications, ability to produce quality reports under tight work pressure; have good interpersonal and communication skills; ability to deliver oral presentations to various audiences;Desirable:
--> Excellent knowledge of local conditions, sensitivities, media network and government structure.
--> Proactive, innovative and capable to generate new ideas and suggest “out of the box' solutions; Takes interest to learn new technology and new paths of doing things.
--> Diverse academic and work background, with special focus on health and development.
--> Have good network in media, government, professional bodies.
--> Ability to interpret scientific jargons and information into laymen's language;IT Skills:
--> Advanced computer skills with MS Office
--> Orientation on Webit
--> Oracle based software(s)
--> Efficient in using internet, emails and social media",Teamwork;Respecting and promoting individual and cultural differences;Communication;Building and promoting partnerships across the organization and beyond;Producing results,Essential: Expert knowledge of English. Expert knowledge of Bengali.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
